182.880859,37570.62109
184.972656,37302.875
187.063477,37414.03516
189.154297,37486.98438
191.244141,37433.14453
193.333984,37490.57422
195.422852,37534.86719
197.510742,37269.02734
199.598633,37310.87891
201.685547,37303.62891
203.772461,37213.66797
205.857422,37242.34766
207.943359,37231.46094
210.027344,37215.76953
212.112305,37026.07813
214.195313,37598.44531
216.27832,37228.65234
218.360352,37148.08203
220.442383,37376.19141
222.523438,37438.60547
224.603516,37537.10938
226.683594,37604.41016
228.762695,37391.51563
230.841797,37286.77344
232.919922,37426.25
234.99707,37423.76563
237.074219,37541.68359
239.150391,37663.28125
241.225586,37700.60938
243.300781,37758.44531
245.375977,37587.27344
247.449219,37942.9375
249.522461,37858.55469
251.595703,37933.37891
253.667969,38075.82813
255.739258,37947.94531
257.80957,37961.26953
259.880859,37926.27734
261.950195,37848.97656
264.019531,38168.04297
266.087891,38061.74609
268.15625,37957.80469
270.222656,38059.4375
272.290039,38103.04297
274.356445,38191.45313
276.421875,38421.55859
278.486328,38191.60938
280.550781,37738.63672
282.615234,38149.34375
284.677734,38351.8125
286.740234,38407.69141
288.802734,38445.41016
290.864258,38263.57422
292.924805,38244.23047
294.985352,38283.13672
297.044922,38453.19141
299.103516,38754.50391
301.162109,38554.25781
303.220703,38887.35938
305.277344,38970.25
307.333984,38859.85547
309.390625,38907.50781
311.446289,38951.53125
313.500977,39206.10938
315.554688,39205.19922
317.608398,38976.58594
319.662109,38706.42578
321.714844,38907.60547
323.766602,39049.17969
325.818359,39125.00391
327.869141,38864.31641
329.918945,39334.09766
331.96875,39299.03125
334.017578,39196.81641
336.066406,39026.17578
338.114258,39426.92188
340.161133,39522.52734
342.208008,39592.52344
344.253906,39524.44531
346.299805,39390.3125
348.344727,39379.60547
350.388672,39657.57813
352.432617,39556.39063
354.475586,39839.46094
356.518555,40242.67188
358.560547,40445.26563
360.601563,40792.52344
362.642578,40747.86328
364.682617,40883.35156
366.722656,40642.51563
368.761719,40285.02734
370.799805,39868.44922
372.837891,39903.19922
374.875,39882.73438
376.912109,39403.04688
378.948242,39282.9375
380.983398,39453.91016
383.018555,39322.67578
385.052734,39397.875
387.086914,39383.35156
389.120117,39307.32031
391.152344,39277.98828
393.18457,39011.12891
395.21582,39034.62109
397.24707,39113.53516
399.277344,39011.42969
401.306641,38911.72656
403.335938,39015.30859
405.364258,38893.35547
407.392578,39141.25391
409.419922,39057.49609
411.447266,38874.97656
413.472656,38914.5
415.499023,38840.46484
417.523438,38796.02344
419.547852,38719.43359
421.572266,38844.19922
423.595703,38777.45703
425.618164,38914.66406
427.640625,38720.52344
429.662109,38863.96875
431.682617,38667.21875
433.703125,38561.94531
435.723633,38787.16797
437.743164,38757.40234
439.761719,38685.49609
441.779297,38643.28516
443.796875,38677.89063
445.814453,38758.38672
447.830078,38662.82031
449.84668,38742.10938
451.861328,38619.17578
453.875977,38609.12109
455.890625,38238.98828
457.904297,38484.65234
459.916992,38489.44531
461.928711,38377.42578
463.941406,38586.03906
465.952148,38410.55859
467.962891,38257.36328
469.972656,38381.51172
471.982422,38330.25781
473.991211,38580.21094
476,38535.20313
478.007813,38358.13672
480.014648,38629.48047
482.021484,38473.51953
484.027344,38469.54688
486.033203,38569.06641
488.038086,38596.29297
490.041992,38492.52734
492.045898,38655.77344
494.048828,38455.83203
496.051758,38140.89453
498.053711,38240.46094
500.054688,38622.45313
502.055664,38438.50781
504.056641,38310.70703
506.056641,38200.33594
508.055664,38322.55469
510.053711,38335.98828
512.051758,38410.75
514.049805,38411.68359
516.046875,38303.66797
518.042969,38478.68359
520.038086,38497.16797
522.03418,38602.14063
524.02832,38629.4375
526.022461,38385.86719
528.015625,38193.58203
530.008789,38217.01172
532.000977,38217.85547
533.993164,38216.18359
535.984375,38448.09375
537.974609,38595.96875
539.964844,38443.60156
541.955078,38723.52344
543.943359,38351.07422
545.931641,38434.92969
547.919922,38274.77734
549.907227,38470.64453
551.893555,38637.66797
553.879883,38622.21484
555.865234,38364.9375
557.850586,38525.76172
559.834961,38308.62891
561.819336,38391.36719
563.802734,38504.40625
565.785156,38317.33594
567.767578,38344.625
569.749023,38048.86719
571.729492,38515.36719
573.710938,38522.51563
575.69043,38338.95313
577.669922,38305.62109
579.648438,38291.21875
581.626953,38455.04297
583.604492,38235.82813
585.582031,38260.59375
587.558594,38386.57813
589.53418,38305.08594
591.509766,38374.18359
593.484375,38378.73438
595.458984,38171.76172
597.432617,38585.48047
599.40625,38886.63672
601.378906,39209.51172
603.350586,39427.31641
605.322266,39810.12891
607.292969,40026.94922
609.263672,40802.30078
611.233398,41194.70313
613.203125,41240.65234
615.171875,41637.20313
617.139648,41458.40625
